-90.5	37.25	-35.0669
-90.49	37.25	-35.2271
-90.48	37.25	-35.1353
-90.47	37.25	-34.8917
-90.46	37.25	-34.5186
-90.45	37.25	-33.9423
-90.44	37.25	-33.0739
-90.43	37.25	-32.1332
-90.42	37.25	-31.5291
-90.41	37.25	-30.905
-90.4	37.25	-30.1177
-90.39	37.25	-29.1147
-90.38	37.25	-27.9426
-90.37	37.25	-26.7615
-90.36	37.25	-25.7282
-90.35	37.25	-24.6309
-90.34	37.25	-23.3467
-90.33	37.25	-21.8683
-90.32	37.25	-20.2996
-90.31	37.25	-18.805
-90.3	37.25	-17.1937
-90.29	37.25	-15.4443
-90.28	37.25	-13.7186
-90.27	37.25	-12.3852
-90.26	37.25	-11.904
-90.25	37.25	-10.9015
-90.24	37.25	-9.60122
-90.23	37.25	-8.38101
-90.22	37.25	-7.15988
-90.21	37.25	-6.09293
-90.2	37.25	-6.8074
-90.19	37.25	-7.18079
-90.18	37.25	-7.57467
-90.17	37.25	-7.8673
-90.16	37.25	-7.6808
-90.15	37.25	-7.65283
-90.14	37.25	-8.75232
-90.13	37.25	-9.15721
-90.12	37.25	-9.27211
-90.11	37.25	-9.29199
-90.1	37.25	-9.20927
-90.09	37.25	-9.03285
-90.08	37.25	-8.88919
-90.07	37.25	-9.45759
-90.06	37.25	-9.45554
-90.05	37.25	-9.46321
-90.04	37.25	-10.0423
-90.03	37.25	-10.7
-90.02	37.25	-10.6969
-90.01	37.25	-10.4563
-90	37.25	-10.2551
-89.99	37.25	-10.2242
-89.98	37.25	-9.75155
-89.97	37.25	-9.19475
-89.96	37.25	-8.61902
-89.95	37.25	-8.17221
-89.94	37.25	-7.53921
-89.93	37.25	-6.60935
-89.92	37.25	-6.70287
-89.91	37.25	-6.69333
-89.9	37.25	-6.3333
-89.89	37.25	-5.43486
-89.88	37.25	-5.14912
-89.87	37.25	-5.24445
-89.86	37.25	-5.29488
-89.85	37.25	-4.29521
-89.84	37.25	-3.65551
-89.83	37.25	-4.03348
-89.82	37.25	-4.67887
-89.81	37.25	-4.649
-89.8	37.25	-3.97155
-89.79	37.25	-2.69377
-89.78	37.25	-1.91606
-89.77	37.25	-1.37625
-89.76	37.25	-0.722628
-89.75	37.25	-0.167504
-89.74	37.25	0.354543
-89.73	37.25	0.882325
-89.72	37.25	1.43658
-89.71	37.25	2.0174
-89.7	37.25	2.57116
-89.69	37.25	2.90061
-89.68	37.25	3.17543
-89.67	37.25	3.42781
-89.66	37.25	3.65872
-89.65	37.25	3.89782
-89.64	37.25	4.14462
-89.63	37.25	4.30217
-89.62	37.25	4.4761
-89.61	37.25	4.71317
-89.6	37.25	5.03106
-89.59	37.25	5.43551
-89.58	37.25	5.93474
-89.57	37.25	6.35013
-89.56	37.25	6.32327
-89.55	37.25	6.17416
-89.54	37.25	6.11111
-89.53	37.25	6.24179
-89.52	37.25	6.56843
-89.51	37.25	7.08924
-89.5	37.25	7.82446
-89.49	37.25	8.63373
-89.48	37.25	8.46581
-89.47	37.25	7.9959
-89.46	37.25	7.76353
-89.45	37.25	7.9319
-89.44	37.25	8.40437
-89.43	37.25	9.17553
-89.42	37.25	10.0327
-89.41	37.25	11.1938
-89.4	37.25	11.8474
-89.39	37.25	12.2812
-89.38	37.25	12.6632
-89.37	37.25	13.0339
-89.36	37.25	13.3698
-89.35	37.25	13.6211
-89.34	37.25	13.7405
-89.33	37.25	13.7341
-89.32	37.25	13.7517
-89.31	37.25	14.0999
-89.3	37.25	14.6102
-89.29	37.25	15.0134
-89.28	37.25	15.1089
-89.27	37.25	14.6026
-89.26	37.25	12.9146
-89.25	37.25	11.0497
-89.24	37.25	9.55623
-89.23	37.25	8.77564
-89.22	37.25	8.56169
-89.21	37.25	8.72979
-89.2	37.25	9.13312
-89.19	37.25	9.17629
-89.18	37.25	8.69378
-89.17	37.25	8.38528
-89.16	37.25	8.33416
-89.15	37.25	8.38366
-89.14	37.25	8.19702
-89.13	37.25	7.31724
-89.12	37.25	5.84792
-89.11	37.25	4.72641
-89.1	37.25	3.54951
-89.09	37.25	1.85859
-89.08	37.25	0.902971
-89.07	37.25	0.423106
-89.06	37.25	0.186262
-89.05	37.25	0.167373
-89.04	37.25	0.4743
-89.03	37.25	1.17723
-89.02	37.25	1.98434
-89.01	37.25	2.89636
-89	37.25	3.84171
-90.5	37.24	-34.966
-90.49	37.24	-35.0525
-90.48	37.24	-34.9036
-90.47	37.24	-34.7035
-90.46	37.24	-34.438
-90.45	37.24	-34.0328
-90.44	37.24	-33.3029
-90.43	37.24	-32.6024
-90.42	37.24	-32.0936
-90.41	37.24	-31.5749
-90.4	37.24	-30.8731
-90.39	37.24	-29.8831
-90.38	37.24	-28.6343
-90.37	37.24	-27.4153
-90.36	37.24	-26.5626
-90.35	37.24	-25.6172
-90.34	37.24	-24.4414
-90.33	37.24	-23.0234
-90.32	37.24	-21.4909
-90.31	37.24	-20.1101
-90.3	37.24	-18.5326
-90.29	37.24	-16.7889
-90.28	37.24	-15.0152
-90.27	37.24	-13.5024
-90.26	37.24	-13.2864
-90.25	37.24	-12.12
-90.24	37.24	-10.6978
-90.23	37.24	-9.50513
-90.22	37.24	-8.23629
-90.21	37.24	-6.46894
-90.2	37.24	-7.06024
-90.19	37.24	-7.65672
-90.18	37.24	-8.09869
-90.17	37.24	-8.36027
-90.16	37.24	-8.45021
-90.15	37.24	-8.75702
-90.14	37.24	-9.48078
-90.13	37.24	-9.761
-90.12	37.24	-9.78169
-90.11	37.24	-9.83275
-90.1	37.24	-9.82438
-90.09	37.24	-9.75667
-90.08	37.24	-9.7131
-90.07	37.24	-9.93318
-90.06	37.24	-9.38374
-90.05	37.24	-8.99285
-90.04	37.24	-9.46824
-90.03	37.24	-10.2003
-90.02	37.24	-10.2133
-90.01	37.24	-10.1098
-90	37.24	-9.94701
-89.99	37.24	-9.93775
-89.98	37.24	-9.64
-89.97	37.24	-9.19681
-89.96	37.24	-8.70871
-89.95	37.24	-8.30958
-89.94	37.24	-8.07861
-89.93	37.24	-8.02168
-89.92	37.24	-7.01715
-89.91	37.24	-6.48358
-89.9	37.24	-5.99268
-89.89	37.24	-4.72716
-89.88	37.24	-4.42512
-89.87	37.24	-4.30707
-89.86	37.24	-3.94308
-89.85	37.24	-3.15441
-89.84	37.24	-2.5761
-89.83	37.24	-3.1757
-89.82	37.24	-4.07039
-89.81	37.24	-4.08227
-89.8	37.24	-3.50538
-89.79	37.24	-2.2079
-89.78	37.24	-1.78378
-89.77	37.24	-1.55817
-89.76	37.24	-1.01594
-89.75	37.24	-0.518823
-89.74	37.24	-0.00474452
-89.73	37.24	0.496738
